id,forecastVolum
1,255
2,304
3,155
4,252
5,371
6,177
7,424
8,188
9,2044
10,330
11,637
12,174
13,309
14,326
15,603
16,377
17,302
18,273
19,563
20,111
21,296
22,247
23,342
24,336
25,247
26,247
27,652
28,441
29,991
30,345
31,5966
32,728
33,1492
34,423
35,774
36,768
37,1329
38,740
39,599
40,1018
41,1217
42,251
43,402
44,581
45,144
46,293
47,203
48,313
49,386
50,136
51,369
52,154
53,1412
54,191
55,423
56,122
57,360
58,316
59,389
60,248
61,219
62,117
63,437
64,151
65,254
66,231
67,156
68,263
69,150
70,109
71,398
72,244
73,388
74,172
75,3088
76,367
77,863
78,296
79,400
80,506
81,1044
82,504
83,476
84,507
85,427
86,141
87,234
88,194
89,200
90,2796
91,493
92,90
93,1295
94,1518
95,3027
96,1536
97,1402
98,1872
99,1776
100,783
101,3394
102,3773
103,1309
104,1225
105,1399
106,432
107,967
108,256
109,1556
110,489
111,331
112,482
113,518
114,79
115,961
116,1145
117,1562
118,560
119,4917
120,636
121,1417
122,787
123,1940
124,2328
125,1003
126,1144
127,1289
128,364
129,350
130,578
131,565
132,418
133,1008
134,212
135,157
136,1028
137,343
138,348
139,1112
140,288
141,1053
142,131
143,1081
144,205
145,683
146,755
147,844
148,275
149,206
150,218
151,324
152,141
153,329
154,204
155,351
156,88
157,38
158,72
159,252
160,401
161,302
162,58
163,316
164,101
165,854
166,207
167,180
168,298
169,532
170,238
171,221
172,135
173,54
174,87
175,142
176,32
177,811
178,320
179,285
180,383
181,827
182,878
183,1051
184,383
185,894
186,300
187,1290
188,839
189,706
190,1042
191,929
192,1006
193,1023
194,414
195,298
196,381
197,360
198,158
199,766
200,336
201,318
202,67
203,1205
204,1743
205,2446
206,594
207,1148
208,621
209,3042
210,1334
211,1498
212,2370
213,1835
214,1218
215,1189
216,812
217,360
218,403
219,579
220,145
221,130
222,335
223,236
224,209
225,1050
226,731
227,1653
228,650
229,1305
230,656
231,1014
232,764
233,1268
234,2174
235,1924
236,897
237,947
238,626
239,235
240,524
241,1251
242,120
243,64
244,445
245,308
246,58
247,836
248,611
249,1257
250,792
251,1063
252,548
253,623
254,573
255,1469
256,1420
257,694
258,566
259,741
260,301
261,422
262,379
263,909
264,269
265,99
266,794
267,493
268,53
269,1320
270,1018
271,1707
272,706
273,932
274,584
275,1164
276,822
277,1711
278,1771
279,868
280,955
281,882
282,427
283,297
284,411
285,711
286,465
287,327
288,1218
289,885
290,231
291,2186
292,2002
293,3335
294,870
295,2246
296,833
297,2812
298,1267
299,2415
300,4177
301,2044
302,1660
303,2022
304,762
305,993
306,891
307,1054
308,630
309,535
310,405
311,436
312,675
313,676
314,819
315,1163
316,617
317,467
318,150
319,1340
320,345
321,1302
322,1053
323,649
324,325
325,453
326,250
327,172
328,376
329,511
330,74
331,43
332,1026
333,694
334,230
335,1907
336,392
337,2397
338,897
339,1468
340,404
341,640
342,364
343,2425
344,1607
345,576
346,436
347,1049
348,442
349,951
350,207
351,640
352,1093
353,1499
354,1000
355,527
356,343
357,1758
358,1849
359,2655
360,1068
361,1100
362,512
363,2859
364,1272
365,2748
366,3478
367,1580
368,1158
369,1511
370,895
371,542
372,840
373,1015
374,278
375,286
376,709
377,735
378,93
379,1189
380,1046
381,2975
382,1466
383,516
384,281
385,1234
386,445
387,2899
388,1862
389,626
390,263
391,481
392,317
393,798
394,292
395,859
396,567
397,298
398,417
399,465
400,806
401,965
402,611
403,1526
404,434
405,860
406,260
407,1149
408,354
409,1463
410,1422
411,755
412,547
413,494
414,439
415,626
416,378
417,504
418,739
419,311
420,236
421,79
422,98
423,324
424,387
425,509
426,64
427,410
428,115
429,626
430,281
431,311
432,312
433,635
434,289
435,356
436,203
437,127
438,155
439,127
440,99
441,431
442,510
443,497
444,305
445,1616
446,1085
447,1598
448,504
449,892
450,315
451,1992
452,528
453,2176
454,2031
455,1458
456,748
457,666
458,540
459,637
460,377
461,571
462,536
463,481
464,220
465,205
466,364
467,496
468,461
469,1143
470,182
471,488
472,155
473,1334
474,249
475,1017
476,859
477,1157
478,294
479,292
480,249
481,214
482,101
483,274
484,198
485,26
486,44
487,49
488,24
489,141
490,326
491,548
492,204
493,79
494,75
495,196
496,64
497,501
498,293
499,60
500,151
501,150
502,32
503,126
504,61
505,105
506,79
507,566
508,222
509,87
510,555
511,549
512,326
513,487
514,118
515,1042
516,151
517,1262
518,223
519,347
520,313
521,1177
522,342
523,292
524,403
525,220
526,232
527,216
528,71
529,309
530,167
531,89
532,233
533,360
534,216
535,317
536,91
537,553
538,123
539,691
540,149
541,213
542,212
543,646
544,268
545,211
546,255
547,130
548,141
549,140
550,54
551,541
552,255
553,109
554,626
555,496
556,273
557,465
558,135
559,953
560,151
561,970
562,194
563,282
564,295
565,861
566,372
567,267
568,341
569,223
570,215
571,215
572,76
573,140
574,39
575,21
576,106
577,104
578,93
579,173
580,23
581,150
582,26
583,341
584,30
585,122
586,80
587,347
588,59
589,47
590,33
591,43
592,29
593,46
594,15
595,559
596,209
597,158
598,484
599,561
600,422
601,568
602,150
603,761
604,135
605,1182
606,265
607,441
608,412
609,1290
610,400
611,385
612,280
613,392
614,200
615,327
616,135
617,326
618,147
619,114
620,203
621,294
622,226
623,402
624,107
625,514
626,105
627,724
628,169
629,269
630,238
631,823
632,302
633,237
634,208
635,124
636,100
637,131
638,59
639,455
640,229
641,150
642,633
643,488
644,317
645,535
646,134
647,1082
648,169
649,1013
650,256
651,385
652,363
653,1041
654,426
655,376
656,277
657,335
658,183
659,273
660,124
661,490
662,239
663,68
664,450
665,458
666,363
667,442
668,76
669,1061
670,153
671,1052
672,200
673,366
674,339
675,1317
676,292
677,357
678,318
679,205
680,209
681,209
682,69
683,222
684,633
685,156
686,80
687,430
688,1041
689,1784
690,494
691,2703
692,1850
693,1371
694,477
695,1163
696,3703
697,799
698,526
699,840
700,333
701,467
702,166
703,636
704,395
705,537
706,226
707,332
708,56
709,638
710,365
711,817
712,204
713,197
714,91
715,1053
716,309
717,643
718,584
719,543
720,207
721,391
722,225
723,79
724,126
725,663
726,80
727,372
728,144
729,60
730,85
731,194
732,152
733,289
734,65
735,120
736,35
737,425
738,81
739,206
740,217
741,295
742,90
743,134
744,82
745,42
746,84
747,131
748,29
749,192
750,83
751,92
752,378
753,408
754,223
755,643
756,176
757,1584
758,295
759,738
760,254
761,442
762,306
763,619
764,504
765,405
766,534
767,230
768,302
769,179
770,86
771,187
772,331
773,454
774,508
775,723
776,240
777,698
778,294
779,1562
780,306
781,566
782,297
783,810
784,656
785,583
786,1074
787,544
788,346
789,595
790,448
791,493
792,324
793,87
794,155
795,114
796,46
797,316
798,187
799,277
800,111
801,762
802,183
803,495
804,246
805,263
806,380
807,458
808,209
809,300
810,199
811,156
812,134
813,110
814,84
815,258
816,268
817,398
818,236
819,905
820,565
821,1941
822,920
823,5628
824,1491
825,1765
826,1057
827,1689
828,1594
829,1229
830,1055
831,1322
832,1013
833,1298
834,463
835,364
836,694
837,231
838,378
839,324
840,325
841,422
842,416
843,985
844,431
845,2083
846,312
847,800
848,364
849,830
850,1006
851,755
852,1116
853,561
854,516
855,679
856,203
857,400
858,490
859,160
860,300
861,214
862,126
863,351
864,379
865,573
866,260
867,1573
868,271
869,805
870,304
871,508
872,638
873,738
874,689
875,349
876,404
877,342
878,138
879,235
880,240
881,149
882,16
883,21
884,182
885,37
886,52
887,253
888,85
889,693
890,20
891,293
892,29
893,215
894,138
895,330
896,48
897,33
898,55
899,100
900,17
901,26
902,32
903,194
904,269
905,121
906,137
907,396
908,273
909,577
910,201
911,2400
912,275
913,622
914,278
915,499
916,409
917,724
918,511
919,396
920,496
921,331
922,153
923,164
924,160
925,276
926,119
927,181
928,344
929,334
930,311
931,776
932,316
933,1890
934,131
935,836
936,211
937,709
938,557
939,1116
940,465
941,437
942,389
943,729
944,138
945,206
946,359
947,230
948,58
949,46
950,274
951,224
952,104
953,202
954,40
955,326
956,34
957,208
958,59
959,125
960,111
961,104
962,114
963,114
964,89
965,79
966,103
967,111
968,47
969,114
970,78
971,52
972,11
973,180
974,395
975,405
976,98
977,381
978,52
979,557
980,291
981,285
982,522
983,629
984,239
985,214
986,159
987,34
988,25
989,71
990,23
991,39
992,73
993,52
994,32
995,175
996,226
997,425
998,35
999,146
1000,35
1001,373
1002,164
1003,308
1004,346
1005,358
1006,228
1007,254
1008,120
1009,92
1010,33
1011,144
1012,49
1013,285
1014,112
1015,47
1016,117
1017,645
1018,643
1019,712
1020,126
1021,913
1022,173
1023,1613
1024,446
1025,473
1026,1419
1027,1193
1028,451
1029,455
1030,374
1031,139
1032,280
1033,235
1034,66
1035,43
1036,182
1037,316
1038,25
1039,476
1040,263
1041,1249
1042,761
1043,378
1044,237
1045,363
1046,190
1047,1455
1048,900
1049,476
1050,204
1051,249
1052,222
1053,642
1054,94
1055,320
1056,344
1057,307
1058,278
1059,198
1060,200
1061,573
1062,820
1063,776
1064,203
1065,691
1066,165
1067,1013
1068,571
1069,793
1070,1212
1071,1338
1072,544
1073,467
1074,298
1075,146
1076,231
1077,329
1078,99
1079,147
1080,158
1081,33
1082,41
1083,262
1084,240
1085,419
1086,72
1087,334
1088,117
1089,614
1090,169
1091,427
1092,388
1093,384
1094,181
1095,157
1096,193
1097,57
1098,109
1099,145
1100,34
1123,362
1124,223
1125,44
1126,80
1127,598
1128,613
1129,456
1130,60
1131,1144
1132,225
1133,1118
1134,329
1135,396
1136,565
1137,900
1138,405
1139,379
1140,503
1141,89
1142,323
1143,181
1144,52
1145,277
1146,306
1147,166
1148,335
1149,478
1150,231
1151,540
1152,138
1153,938
1154,163
1155,486
1156,163
1157,467
1158,452
1159,360
1160,278
1161,343
1162,169
1163,202
1164,341
1165,230
1166,209
1167,210
1168,286
1169,159
1170,82
1171,649
1172,1054
1173,944
1174,278
1175,766
1176,405
1177,1147
1178,425
1179,734
1180,1550
1181,532
1182,360
1183,778
1184,403
1185,143
1186,364
1187,702
1188,90
1189,29
1190,69
1191,130
1192,20
1193,131
1194,163
1195,348
1196,78
1197,36
1198,19
1199,99
1200,121
1201,202
1202,331
1203,58
1204,159
1205,465
1206,21
1207,52
1208,88
1209,286
1210,75
1211,93
1212,417
1213,389
1214,94
1215,1119
1216,430
1217,784
1218,749
1219,574
1220,232
1221,646
1222,328
1223,1287
1224,1063
1225,419
1226,299
1227,530
1228,193
1229,151
1230,675
1231,745
1232,129
1233,305
1234,754
1235,689
1236,211
1237,1594
1238,755
1239,942
1240,525
1241,1113
1242,323
1243,1379
1244,448
1245,1241
1246,1675
1247,1105
1248,609
1249,1051
1250,408
1251,220
1252,1334
1253,893
1254,200
1255,22
1256,631
1257,38
1258,111
1259,357
1260,122
1261,316
1262,86
1263,369
1264,24
1265,400
1266,56
1267,433
1268,497
1269,269
1270,290
1271,212
1272,75
1273,133
1274,399
1275,132
1276,24
1277,70
1278,130
1279,97
1280,60
1281,489
1282,180
1283,312
1284,137
1285,252
1286,125
1287,370
1288,116
1289,511
1290,463
1291,186
1292,56
1293,229
1294,89
1295,25
1296,669
1297,355
1298,12
1299,739
1300,74
1301,76
1302,26
1303,414
1304,412
1305,406
1306,171
1307,386
1308,159
1309,735
1310,321
1311,321
1312,849
1313,345
1314,323
1315,372
1316,121
1317,43
1318,74
1319,193
1320,12
1321,108
1322,89
1323,62
1324,59
1325,215
1326,168
1327,145
1328,33
1329,481
1330,165
1331,348
1332,86
1333,111
1334,121
1335,318
1336,199
1337,278
1338,104
1339,83
1340,106
1341,232
1342,50
1343,189
1344,212
1345,114
1346,205
1347,254
1348,121
1349,300
1350,129
1351,1605
1352,229
1353,488
1354,109
1355,233
1356,229
1357,460
1358,250
1359,198
1360,198
1361,469
1362,80
1363,210
1364,207
1365,307
1366,297
1367,221
1368,218
1369,529
1370,340
1371,854
1372,302
1373,5098
1374,635
1375,1357
1376,350
1377,695
1378,653
1379,1259
1380,588
1381,481
1382,915
1383,1248
1384,214
1385,332
1386,579
1387,104
1388,223
1389,152
1390,269
1391,261
1392,94
1393,262
1394,111
1395,1110
1396,132
1397,315
1398,80
1399,274
1400,227
1401,292
1402,169
1403,157
1404,82
1405,357
1406,107
1407,177
1408,180
1409,125
1410,194
1411,118
1412,86
1413,291
1414,180
1415,291
1416,131
1417,2528
1418,283
1419,753
1420,209
1421,345
1422,370
1423,924
1424,357
1425,340
1426,393
1427,368
1428,111
1429,172
1430,173
1431,163
1432,2124
1433,442
1434,73
1435,1153
1436,1306
1437,2491
1438,1173
1439,1239
1440,1321
1441,1648
1442,661
1443,2839
1444,2924
1445,1163
1446,884
1447,1055
1448,399
1449,845
1450,217
1451,1095
1452,468
1453,205
1454,336
1455,360
1456,56
1457,646
1458,784
1459,1111
1460,393
1461,3523
1462,409
1463,1122
1464,470
1465,1526
1466,1735
1467,717
1468,745
1469,908
1470,244
1471,262
1472,359
1473,345
1474,319
1475,868
1476,184
1477,130
1478,936
1479,271
1480,276
1481,980
1482,234
1483,811
1484,98
1485,966
1486,161
1487,592
1488,617
1489,694
1490,217
1491,164
1492,176
1493,285
1494,125
1495,263
1496,181
1497,248
1498,69
1499,30
1500,57
1501,172
1502,258
1503,221
1504,46
1505,196
1506,72
1507,643
1508,136
1509,136
1510,201
1511,375
1512,158
1513,145
1514,90
1515,44
1516,66
1517,97
1518,23
1519,582
1520,241
1521,216
1522,288
1523,568
1524,550
1525,705
1526,292
1527,616
1528,211
1529,938
1530,528
1531,503
1532,749
1533,659
1534,653
1535,638
1536,291
1537,216
1538,266
1539,247
1540,123
1541,600
1542,268
1543,244
1544,51
1545,943
1546,1282
1547,1912
1548,489
1549,949
1550,470
1551,2767
1552,963
1553,1258
1554,1722
1555,1490
1556,865
1557,877
1558,622
1559,293
1560,295
1561,428
1562,126
1563,90
1564,256
1565,177
1566,171
1567,724
1568,491
1569,1118
1570,405
1571,843
1572,446
1573,764
1574,471
1575,915
1576,1314
1577,1315
1578,484
1579,598
1580,454
1581,177
1582,368
1583,809
1584,97
1585,48
1586,317
1587,217
1588,49
1589,559
1590,405
1591,904
1592,536
1593,703
1594,372
1595,479
1596,358
1597,1099
1598,938
1599,477
1600,363
1601,451
1602,217
1603,308
1604,257
1605,556
1606,216
1607,70
1608,569
1609,355
1610,41
1611,991
1612,685
1613,1150
1614,502
1615,612
1616,392
1617,989
1618,486
1619,1242
1620,1140
1621,643
1622,584
1623,513
1624,318
1625,231
1626,289
1627,454
1628,404
1629,224
1630,861
1631,565
1632,170
1633,1301
1634,1108
1635,2083
1636,547
1637,1302
1638,498
1639,2018
1640,706
1641,1619
1642,2414
1643,1322
1644,919
1645,1078
1646,497
1647,702
1648,539
1649,621
1650,481
1651,395
1652,295
1653,337
1654,556
1655,484
1656,507
1657,861
1658,456
1659,316
1660,97
1661,1058
1662,218
1663,1001
1664,752
1665,464
1666,203
1667,304
1668,165
1669,133
1670,266
1671,365
1672,64
1673,37
1674,802
1675,537
1676,189
1677,1673
1678,309
1679,1971
1680,673
1681,1191
1682,312
1683,567
1684,262
1685,2046
1686,1186
1687,464
1688,321
1689,728
1690,354
1691,860
1692,158
1693,482
1694,1048
1695,987
1696,727
1697,394
1698,293
1699,1250
1700,1256
1701,1906
1702,805
1703,839
1704,359
1705,2286
1706,839
1707,2115
1708,2420
1709,1142
1710,760
1711,1006
1712,673
1713,410
1714,553
1715,769
1716,241
1717,244
1718,469
1719,477
1720,73
1721,879
1722,712
1723,2156
1724,1063
1725,358
1726,197
1727,964
1728,258
1729,2270
1730,1289
1731,459
1732,175
1733,305
1734,220
1735,610
1736,224
1737,562
1738,434
1739,213
1740,304
1741,355
1742,668
1743,665
1744,422
1745,1150
1746,338
1747,570
1748,177
1749,959
1750,225
1751,1215
1752,1084
1753,545
1754,361
1755,325
1756,287
1757,534
1758,272
1759,364
1760,664
1761,234
1762,175
1763,55
1764,68
1765,251
1766,263
1767,350
1768,46
1769,297
1770,79
1771,481
1772,190
1773,242
1774,228
1775,453
1776,199
1777,244
1778,148
1779,98
1780,105
1781,87
1782,81
1783,325
1784,387
1785,368
1786,251
1787,1203
1788,809
1789,1242
1790,390
1791,651
1792,242
1793,1662
1794,379
1795,1735
1796,1450
1797,1135
1798,491
1799,438
1800,399
1801,516
1802,286
1803,394
1804,478
1805,470
1806,199
1807,185
1808,349
1809,446
1810,417
1811,1082
1812,158
1813,442
1814,130
1815,1393
1816,214
1817,984
1818,799
1819,1158
1820,265
1821,270
1822,240
1823,207
1824,91
1825,254
1826,205
1827,19
1828,31
1829,39
1830,19
1831,91
1832,210
1833,333
1834,141
1835,52
1836,52
1837,136
1838,38
1839,323
1840,183
1841,46
1842,87
1843,87
1844,21
1845,86
1846,40
1847,63
1848,58
1849,476
1850,168
1851,65
1852,437
1853,434
1854,242
1855,383
1856,93
1857,823
1858,112
1859,1037
1860,158
1861,265
1862,233
1863,959
1864,242
1865,212
1866,311
1867,176
1868,177
1869,158
1870,59
1871,213
1872,117
1873,69
1874,169
1875,228
1876,150
1877,215
1878,66
1879,376
1880,81
1881,505
1882,96
1883,156
1884,149
1885,472
1886,179
1887,139
1888,175
1889,93
1890,96
1891,97
1892,41
1893,414
1894,177
1895,85
1896,493
1897,350
1898,184
1899,329
1900,102
1901,713
1902,111
1903,761
1904,130
1905,210
1906,206
1907,641
1908,248
1909,183
1910,233
1911,169
1912,156
1913,149
1914,66
1915,116
1916,38
1917,19
1918,91
1919,89
1920,80
1921,151
1922,21
1923,126
1924,22
1925,306
1926,26
1927,107
1928,73
1929,297
1930,50
1931,41
1932,31
1933,41
1934,25
1935,41
1936,15
1937,392
1938,148
1939,113
1940,356
1941,397
1942,259
1943,408
1944,106
1945,518
1946,89
1947,897
1948,155
1949,332
1950,280
1951,955
1952,243
1953,235
1954,173
1955,288
1956,138
1957,203
1958,105
1959,260
1960,118
1961,95
1962,164
1963,234
1964,178
1965,309
1966,87
1967,385
1968,85
1969,636
1970,125
1971,231
1972,189
1973,688
1974,227
1975,182
1976,160
1977,101
1978,81
1979,100
1980,53
1981,300
1982,159
1983,102
1984,463
1985,331
1986,206
1987,350
1988,87
1989,716
1990,106
1991,731
1992,145
1993,277
1994,241
1995,756
1996,265
1997,234
1998,172
1999,222
2000,121
2001,172
2002,95
2003,398
2004,182
2005,54
2006,336
2007,344
2008,259
2009,326
2010,67
2011,782
2012,108
2013,890
2014,135
2015,277
2016,250
2017,1070
2018,200
2019,232
2020,220
2021,163
2022,164
2023,153
2024,55
2025,153
2026,467
2027,122
2028,64
2029,314
2030,680
2031,1258
2032,351
2033,1927
2034,1168
2035,1118
2036,344
2037,958
2038,2626
2039,537
2040,337
2041,548
2042,252
2043,376
2044,121
2045,402
2046,347
2047,376
2048,172
2049,248
2050,48
2051,424
2052,253
2053,572
2054,148
2055,147
2056,65
2057,840
2058,199
2059,445
2060,383
2061,401
2062,143
2063,246
2064,167
2065,64
2066,92
2067,445
2068,72
2069,205
2070,108
2071,47
2072,60
2073,135
2074,100
2075,200
2076,46
2077,79
2078,27
2079,306
2080,51
2081,151
2082,147
2083,200
2084,53
2085,86
2086,57
2087,31
2088,62
2089,87
2090,25
2091,135
2092,66
2093,70
2094,296
2095,277
2096,150
2097,486
2098,123
2099,1026
2100,195
2101,588
2102,158
2103,344
2104,201
2105,476
2106,326
2107,305
2108,381
2109,182
2110,213
2111,120
2112,74
2113,130
2114,232
2115,315
2116,377
2117,504
2118,159
2119,477
2120,203
2121,1083
2122,207
2123,436
2124,177
2125,588
2126,419
2127,410
2128,700
2129,340
2130,247
2131,457
2132,319
2133,330
2134,249
2135,62
2136,114
2137,82
2138,39
2139,211
2140,126
2141,197
2142,79
2143,454
2144,124
2145,353
2146,152
2147,193
2148,245
2149,318
2150,132
2151,183
2152,137
2153,115
2154,93
2155,75
2156,67
2157,199
2158,219
2159,304
2160,197
2161,691
2162,417
2163,1462
2164,728
2165,4634
2166,1151
2167,1649
2168,783
2169,1422
2170,1164
2171,1084
2172,762
2173,952
2174,830
2175,1152
2176,355
2177,270
2178,556
2179,155
2180,220
2181,205
2182,226
2183,257
2184,257
2185,624
2186,278
2187,1331
2188,192
2189,513
2190,216
2191,556
2192,658
2193,458
2194,655
2195,331
2196,316
2197,447
2198,120
2199,242
2200,318
2201,125
2202,218
2203,172
2204,95
2205,248
2206,262
2207,451
2208,195
2209,1244
2210,193
2211,657
2212,213
2213,411
2214,452
2215,573
2216,484
2217,238
2218,318
2219,275
2220,104
2221,159
2222,196
2223,107
2224,13
2225,17
2226,134
2227,26
2228,38
2229,174
2230,63
2231,470
2232,16
2233,220
2234,19
2235,160
2236,98
2237,246
2238,35
2239,22
2240,38
2241,75
2242,13
2243,17
2244,24
2245,146
2246,203
2247,94
2248,100
2249,257
2250,178
2251,401
2252,145
2253,1679
2254,185
2255,491
2256,170
2257,365
2258,288
2259,562
2260,323
2261,253
2262,361
2263,260
2264,110
2265,113
2266,133
2267,209
2268,86
2269,127
2270,264
2271,212
2272,191
2273,520
2274,230
2275,1280
2276,88
2277,619
2278,126
2279,505
2280,352
2281,804
2282,287
2283,271
2284,288
2285,539
2286,100
2287,140
2288,275
2289,158
2290,44
2291,34
2292,202
2293,142
2294,69
2295,135
2296,28
2297,210
2298,25
2299,147
2300,39
2301,90
2302,75
2303,72
2304,72
2305,71
2306,60
2307,58
2308,72
2309,74
2310,37
2311,72
2312,53
2313,32
2314,11
2315,105
2316,207
2317,241
2318,60
2319,208
2320,31
2321,339
2322,151
2323,185
2324,279
2325,359
2326,131
2327,112
2328,97
2329,27
2330,15
2331,45
2332,19
2333,21
2334,47
2335,30
2336,21
2337,107
2338,129
2339,239
2340,20
2341,83
2342,20
2343,225
2344,88
2345,187
2346,189
2347,209
2348,123
2349,135
2350,69
2351,55
2352,19
2353,86
2354,34
2355,178
2356,72
2357,34
2358,81
2359,359
2360,374
2361,418
2362,81
2363,521
2364,110
2365,1095
2366,245
2367,307
2368,849
2369,783
2370,252
2371,251
2372,245
2373,96
2374,182
2375,133
2376,50
2377,29
2378,126
2379,208
2380,19
2381,305
2382,167
2383,783
2384,453
2385,230
2386,144
2387,250
2388,111
2389,990
2390,514
2391,297
2392,116
2393,153
2394,142
2395,395
2396,64
2397,186
2398,237
2399,187
2400,178
2401,126
2402,128
2403,327
2404,452
2405,472
