id,forecastVolum
1,242
2,321
3,168
4,303
5,414
6,209
7,468
8,198
9,2300
10,364
11,701
12,181
13,343
14,354
15,598
16,394
17,311
18,327
19,596
20,118
21,372
22,272
23,285
24,325
25,255
26,232
27,582
28,399
29,948
30,304
31,2901
32,670
33,1352
34,385
35,651
36,669
37,986
38,594
39,608
40,1025
41,962
42,244
43,335
44,459
45,158
46,398
47,262
48,452
49,489
50,175
51,495
52,202
53,1673
54,234
55,504
56,164
57,449
58,426
59,447
60,318
61,312
62,141
63,546
64,190
65,325
66,258
67,103
68,208
69,111
70,72
71,300
72,222
73,255
74,130
75,1686
76,258
77,739
78,194
79,290
80,322
81,704
82,336
83,301
84,341
85,270
86,111
87,195
88,180
89,193
90,2784
91,471
92,89
93,1380
94,1627
95,2870
96,1507
97,1363
98,2000
99,1782
100,700
101,2930
102,3067
103,1221
104,1225
105,1599
106,371
107,909
108,303
109,1713
110,507
111,239
112,507
113,589
114,92
115,1123
116,1331
117,1644
118,587
119,3783
120,627
121,1618
122,826
123,2054
124,2527
125,928
126,1343
127,1447
128,386
129,297
130,582
131,514
132,372
133,1439
134,207
135,172
136,1439
137,390
138,449
139,1421
140,274
141,1255
142,142
143,1346
144,205
145,729
146,893
147,965
148,281
149,223
150,237
151,367
152,158
153,450
154,220
155,247
156,85
157,39
158,58
159,192
160,310
161,296
162,44
163,233
164,56
165,773
166,170
167,154
168,221
169,323
170,180
171,176
172,118
173,43
174,90
175,134
176,24
177,768
178,365
179,266
180,377
181,948
182,880
183,943
184,342
185,930
186,281
187,1357
188,787
189,636
190,997
191,778
192,875
193,925
194,416
195,215
196,353
197,312
198,131
199,526
200,298
201,247
202,71
203,921
204,1402
205,1405
206,378
207,752
208,381
209,1774
210,938
211,1033
212,1471
213,1039
214,812
215,783
216,600
217,238
218,285
219,350
220,139
221,96
222,300
223,243
224,161
225,1015
226,736
227,1500
228,582
229,1121
230,608
231,911
232,736
233,979
234,1782
235,1034
236,722
237,864
238,595
239,203
240,509
241,1043
242,93
243,47
244,506
245,319
246,51
247,898
248,614
249,1270
250,875
251,1002
252,521
253,719
254,578
255,1238
256,1513
257,539
258,567
259,701
260,301
261,326
262,370
263,974
264,214
265,82
266,817
267,562
268,48
269,1433
270,1143
271,1827
272,717
273,884
274,644
275,1265
276,767
277,1685
278,2060
279,822
280,1010
281,879
282,468
283,315
284,420
285,710
286,508
287,265
288,1158
289,815
290,222
291,2178
292,2320
293,3098
294,780
295,1984
296,748
297,2417
298,1156
299,2272
300,3868
301,1595
302,1516
303,2210
304,778
305,763
306,901
307,790
308,582
309,641
310,445
311,495
312,927
313,789
314,849
315,1233
316,782
317,412
318,169
319,1433
320,349
321,1294
322,986
323,730
324,328
325,473
326,292
327,223
328,392
329,599
330,103
331,60
332,868
333,572
334,201
335,1392
336,296
337,1508
338,622
339,1177
340,295
341,577
342,249
343,1496
344,1295
345,364
346,348
347,954
348,360
349,781
350,208
351,504
352,761
353,982
354,630
355,279
356,197
357,1185
358,1068
359,1371
360,610
361,603
362,245
363,1490
364,690
365,1353
366,1597
367,789
368,594
369,800
370,492
371,252
372,516
373,559
374,137
375,249
376,557
377,587
378,81
379,1040
380,851
381,1819
382,1129
383,351
384,213
385,1128
386,301
387,1503
388,1465
389,424
390,230
391,424
392,262
393,553
394,269
395,720
396,357
397,270
398,433
399,546
400,940
401,958
402,707
403,1555
404,514
405,906
406,255
407,1469
408,342
409,1423
410,1456
411,738
412,558
413,491
414,429
415,721
416,364
417,484
418,842
419,485
420,396
421,104
422,209
423,601
424,605
425,696
426,103
427,628
428,180
429,916
430,432
431,477
432,469
433,878
434,454
435,531
436,412
437,196
438,255
439,239
440,151
441,265
442,408
443,301
444,273
445,1209
446,810
447,1104
448,295
449,579
450,211
451,1296
452,350
453,1260
454,1158
455,831
456,477
457,447
458,381
459,456
460,286
461,391
462,411
463,402
464,158
465,155
466,325
467,416
468,393
469,779
470,144
471,345
472,125
473,925
474,162
475,726
476,684
477,720
478,179
479,186
480,163
481,137
482,68
483,190
484,145
485,32
486,36
487,64
488,26
489,120
490,300
491,442
492,160
493,64
494,49
495,172
496,48
497,453
498,236
499,72
500,113
501,103
502,32
503,102
504,69
505,86
506,63
507,709
508,291
509,108
510,695
511,738
512,452
513,615
514,128
515,1442
516,165
517,1624
518,292
519,446
520,415
521,1495
522,416
523,377
524,515
525,279
526,293
527,276
528,95
529,288
530,159
531,105
532,228
533,401
534,218
535,322
536,111
537,514
538,110
539,807
540,139
541,200
542,186
543,623
544,274
545,194
546,231
547,118
548,144
549,136
550,58
551,715
552,313
553,124
554,873
555,690
556,369
557,600
558,177
559,1287
560,169
561,1352
562,237
563,403
564,411
565,1012
566,485
567,328
568,502
569,300
570,265
571,282
572,102
573,101
574,28
575,16
576,76
577,74
578,72
579,128
580,16
581,127
582,22
583,265
584,23
585,84
586,68
587,206
588,55
589,39
590,31
591,21
592,24
593,41
594,17
595,461
596,202
597,142
598,455
599,578
600,424
601,491
602,148
603,754
604,128
605,1234
606,249
607,423
608,369
609,1092
610,396
611,361
612,270
613,290
614,159
615,309
616,134
617,236
618,129
619,103
620,166
621,263
622,231
623,318
624,101
625,391
626,90
627,640
628,140
629,253
630,208
631,603
632,243
633,195
634,192
635,96
636,83
637,124
638,58
639,445
640,306
641,180
642,733
643,576
644,379
645,577
646,142
647,1249
648,168
649,1166
650,266
651,396
652,406
653,990
654,485
655,400
656,306
657,317
658,184
659,324
660,121
661,648
662,267
663,84
664,572
665,637
666,464
667,508
668,118
669,1345
670,164
671,1308
672,234
673,438
674,415
675,1425
676,342
677,396
678,393
679,242
680,261
681,249
682,96
683,216
684,646
685,180
686,85
687,406
688,1217
689,1816
690,529
691,2824
692,2164
693,1420
694,605
695,1129
696,3272
697,698
698,459
699,1104
700,389
701,413
702,195
703,628
704,417
705,357
706,191
707,245
708,53
709,536
710,283
711,570
712,153
713,135
714,72
715,805
716,204
717,474
718,376
719,291
720,150
721,263
722,174
723,65
724,100
725,445
726,54
727,237
728,125
729,42
730,87
731,176
732,126
733,266
734,44
735,92
736,28
737,395
738,69
739,199
740,192
741,221
742,53
743,110
744,71
745,26
746,74
747,121
748,30
749,163
750,85
751,111
752,450
753,460
754,247
755,725
756,187
757,1412
758,307
759,843
760,262
761,442
762,284
763,673
764,538
765,445
766,635
767,213
768,302
769,177
770,98
771,172
772,354
773,479
774,652
775,799
776,259
777,714
778,268
779,1545
780,317
781,629
782,292
783,818
784,625
785,586
786,1172
787,556
788,364
789,619
790,382
791,581
792,268
793,44
794,112
795,88
796,24
797,246
798,142
799,217
800,80
801,407
802,119
803,393
804,155
805,202
806,248
807,228
808,133
809,201
810,154
811,93
812,81
813,58
814,52
815,205
816,246
817,289
818,208
819,661
820,415
821,1404
822,622
823,2975
824,1186
825,1340
826,796
827,1090
828,1197
829,844
830,775
831,1009
832,866
833,936
834,355
835,316
836,461
837,256
838,451
839,373
840,422
841,527
842,527
843,1013
844,525
845,2177
846,335
847,883
848,362
849,911
850,1035
851,748
852,976
853,679
854,685
855,729
856,192
857,476
858,534
859,127
860,271
861,210
862,104
863,300
864,296
865,534
866,216
867,1484
868,231
869,692
870,238
871,387
872,564
873,564
874,569
875,264
876,387
877,226
878,151
879,201
880,177
881,141
